"","Progress","Duration (in seconds)","Finished","ResponseId","DistributionChannel","UserLanguage","Q1","1.Q1","1.Q2","1.Q3","1.Q4","2.Q1","2.Q2","2.Q3","2.Q4","3.Q1","3.Q2","3.Q3","3.Q4","4.Q1","4.Q2","4.Q3","4.Q4","5.Q1","5.Q2","5.Q3","5.Q4","Q11","Q12","Q14","Q24","Q13","Q25","Q26","Q29_1","Q30","Q31","Q32","Q34","Q35","Q36","Q17","Q19","Q20","Q6","Q7","Q8","Q9","Time Lag 1","Attribution Confidence 1","Damage Assessment 1","Hack type 1","Persistence 1","Time Lag 2","Attribution Confidence 2","Damage Assessment 2","Hack type 2","Persistence 2","Time Lag 3","Attribution Confidence 3","Damage Assessment 3","Hack type 3","Persistence 3","Time Lag 4","Attribution Confidence 4","Damage Assessment 4","Hack type 4","Persistence 4","Time Lag 5","Attribution Confidence 5","Damage Assessment 5","Hack type 5","Persistence 5"
"22",100,749,TRUE,"R_2wiNWeS14phNGiy","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably take my winnings","Somewhat agree","Somewhat agree","Somewhat agree","Neither agree nor disagree","Somewhat difficult","No","Yes","Yes","Yes","4 year degree","United States","No","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"23",100,1189,TRUE,"R_2aIuAiFwapIqABv","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","No",FALSE,TRUE,TRUE,FALSE,TRUE,"Secure",TRUE,4,"Probably continue playing","Somewhat agree","Somewhat agree","Strongly disagree","Somewhat disagree","Neither easy nor difficult","No","Yes","Yes","Yes","4 year degree","United States","No","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"24",100,804,TRUE,"R_2fLDFwk78aXH5nP","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,TRUE,TRUE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Probably take my winnings","Strongly agree","Neither agree nor disagree","Somewhat disagree","Neither agree nor disagree","Somewhat easy","No","No","No","Yes","4 year degree","Indian","No","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"25",100,956,TRUE,"R_1CeZcgLelFlSBSh","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",FALSE,4,"Definitely take my winnings","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat difficult","No","No","Yes","Yes","4 year degree","Filipino","No","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"26",100,7569,TRUE,"R_Y09nJhJMGMUsxwd","email","EN","I consent, begin the study","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes",FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,5,"Probably take my winnings","Somewhat agree","Strongly disagree","Strongly disagree","Strongly disagree","Neither easy nor difficult","No","No","No","Yes","4 year degree,Professional degree","India","No","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"27",100,1228,TRUE,"R_3ndxBVqqdai4Qfb","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",FALSE,4,"Probably continue playing","Strongly agree","Neither agree nor disagree","Somewhat disagree","Somewhat disagree","Somewhat difficult","Yes","No","No","Yes","Some college,4 year degree,Professional degree","Surinamese","No","6 months","90%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"28",100,1884,TRUE,"R_3EFklJ8qWTbBLB2","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Probably continue playing","Strongly agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Somewhat easy","Yes","No","No","Yes","Professional degree","U.S.","No","1 month","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"29",100,802,TRUE,"R_AcicWM0uTkSQqJz","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes",FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,6,"Probably continue playing","Strongly agree","Somewhat agree","Neither agree nor disagree","Somewhat disagree","Somewhat easy","No","Yes","Yes","Yes","Professional degree","American","No","6 months","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"30",4,113,FALSE,"R_33cXK52oi3CPc9H","email","EN","I consent, begin the study",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 months","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",100,938,TRUE,"R_1HhIONC1dYxGuTX","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably take my winnings","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Somewhat easy","No","No","No","Yes","4 year degree","US Citizen","No","6 months","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"32",100,753,TRUE,"R_2VkxPjMvhPoT3JB","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No",FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,3,"Probably take my winnings","Strongly agree","Somewhat disagree","Neither agree nor disagree","Somewhat disagree","Somewhat difficult","No","No","Yes","Yes","4 year degree","United States","No","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"33",100,441,TRUE,"R_27qcCvMfViJms12","email","EN","I consent, begin the study","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Escalate",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably continue playing","Somewhat agree","Strongly agree","Strongly disagree","Somewhat agree","Somewhat easy","Yes","No","No","Yes","4 year degree","USA","No","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"34",100,727,TRUE,"R_2P1Zrq5rdQxksE4","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,FALSE,"Secure",TRUE,4,"Definitely take my winnings","Somewhat agree","Neither agree nor disagree","Somewhat agree","Somewhat disagree","Somewhat difficult","No","No","Yes","Yes","4 year degree","White","No","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"35",100,2313,TRUE,"R_vJqhIYFWMneFyKd","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,7,"Probably take my winnings","Somewhat agree","Strongly disagree","Somewhat agree","Somewhat disagree","Somewhat difficult","No","No","Yes","Yes","4 year degree","American","Yes","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"36",100,761,TRUE,"R_1DuHUF5IhCWuM8l","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","Yes","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","extremely confident","Employ a proportional response",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","somewhat confident","Deescalate","Yes","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,FALSE,FALSE,TRUE,FALSE,TRUE,"Secure",TRUE,5,"Probably take my winnings","Somewhat agree","Somewhat disagree","Somewhat agree","Neither agree nor disagree","Neither easy nor difficult","No","No","Yes","Yes","4 year degree","USA","No","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"37",100,503,TRUE,"R_30iNKUSjYgTrI6R","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Escalatory attack",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Escalatory attack",NA,"Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Escalatory attack",NA,TRUE,TRUE,TRUE,TRUE,FALSE,"Secure",TRUE,5,"Definitely continue playing","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat disagree","Somewhat easy","Yes","Yes","Yes","Yes","Professional degree","usa","No","1 month","60%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","10 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","90%","10 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","1 month","90%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
"38",100,3065,TRUE,"R_1oejmJOgMvg6lKp","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","extremely confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is simply advancing its immediate interest fulfilling a tactical objective. Our prior high intensity attack was not relevant to their decision to attack us now.","very confident","Employ a proportional response",NA,FALSE,TRUE,TRUE,FALSE,TRUE,"Secure",TRUE,6,"Probably continue playing","Somewhat agree","Neither agree nor disagree","Somewhat agree","Neither agree nor disagree","Somewhat easy","No","Yes","Yes","Yes","Professional degree","USA","No","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","60%","500 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","6 months","60%","10 Million","where valuable confidential information is stolen","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia."
"39",100,422,TRUE,"R_1r6RlM0z6BlMfPm","email","EN","I consent, begin the study","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","somewhat confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No","Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","not very confident","Employ a proportional response",NA,"Sylvania is signaling their opposition to our prior high intensity attack. They want to strategically deter attacks of this kind in the future.","very confident","Deescalate","No",TRUE,FALSE,TRUE,FALSE,TRUE,"Secure",FALSE,4,"Probably take my winnings","Somewhat disagree","Somewhat agree","Somewhat disagree","Strongly disagree","Neither easy nor difficult","No","No","No","Yes","4 year degree","United states","No","6 months","90%","500 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","500 Million","that temporarily disables a critical service","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other.","6 months","60%","10 Million","that temporarily disables a critical service","Sylvania has been engaging in ongoing low-impact tactical cyber operations against Freedonia.","1 month","90%","500 Million","where valuable confidential information is stolen","Both nations have been engaging in ongoing low-impact tactical cyber operations against each other."
